STREETSEGID,BIKEINCIDENTS,PEDINCIDENTS,PEDFATALITIES,LVL1,LVL2,LVL3,RISK_SUM,RISK_INDEX,
2353,1,0,0,0,1,0,3,1,
2355,1,2,0,1,0,0,1,1,
2358,0,1,0,0,0,0,0,1,
2360,2,2,0,0,1,1,6,2,
2361,0,1,0,0,0,0,0,1,
2368,1,2,0,0,1,0,3,1,
2370,0,2,0,0,0,0,0,1,
2382,0,1,0,0,0,0,0,1,
2383,0,3,0,0,0,0,0,1,
2392,2,4,0,1,1,0,4,1,
2398,0,1,0,0,0,0,0,1,
2400,0,1,0,0,0,0,0,1,
2404,0,1,0,0,0,0,0,1,
2405,0,4,0,0,0,0,0,1,
2407,0,1,0,0,0,0,0,1,
2415,0,5,0,0,0,0,0,1,
2418,0,1,0,0,0,0,0,1,
2419,1,0,0,1,0,0,1,1,
2420,0,1,0,0,0,0,0,1,
2427,3,1,0,1,2,0,7,2,
2431,0,1,0,0,0,0,0,1,
2432,1,0,0,0,1,0,3,1,
2435,1,0,0,1,0,0,1,1,
2438,2,1,0,1,1,0,4,1,
2440,1,0,0,0,1,0,3,1,
2446,0,3,0,0,0,0,0,1,
2451,0,1,0,0,0,0,0,1,
2458,0,1,0,0,0,0,0,1,
2470,1,1,0,0,1,0,3,1,
2473,0,1,0,0,0,0,0,1,
2475,0,1,0,0,0,0,0,1,
2483,0,2,0,0,0,0,0,1,
2491,0,2,0,0,0,0,0,1,
2497,1,1,0,1,0,0,1,1,
2500,0,1,0,0,0,0,0,1,
2503,1,1,0,0,1,0,3,1,
2509,1,4,0,0,0,1,3,1,
2512,1,0,0,1,0,0,1,1,
2518,1,0,0,0,1,0,3,1,
2520,2,3,1,1,0,1,4,1,
2521,0,1,0,0,0,0,0,1,
2526,0,1,0,0,0,0,0,1,
2529,1,1,0,1,0,0,1,1,
2530,1,0,0,0,1,0,3,1,
2533,0,1,0,0,0,0,0,1,
2536,0,1,0,0,0,0,0,1,
2539,0,2,0,0,0,0,0,1,
2540,1,3,0,0,1,0,3,1,
2542,1,0,0,0,1,0,3,1,
2543,0,1,0,0,0,0,0,1,
2546,0,1,0,0,0,0,0,1,
2552,0,1,0,0,0,0,0,1,
2555,1,0,0,0,1,0,3,1,
2569,0,2,0,0,0,0,0,1,
2571,0,2,0,0,0,0,0,1,
2575,0,2,0,0,0,0,0,1,
2578,4,6,0,0,3,1,12,3,
2582,1,1,0,0,1,0,3,1,
2584,1,0,0,0,1,0,3,1,
2585,1,1,0,0,1,0,3,1,
2590,0,2,0,0,0,0,0,1,
2593,1,4,0,0,1,0,3,1,
2598,0,1,0,0,0,0,0,1,
2604,0,1,0,0,0,0,0,1,
2605,0,1,0,0,0,0,0,1,
2606,1,0,0,0,1,0,3,1,
2609,1,1,0,0,1,0,3,1,
2610,1,1,0,1,0,0,1,1,
2617,1,1,0,0,1,0,3,1,
2618,1,0,0,0,1,0,3,1,
2619,2,0,0,2,0,0,2,1,
2623,3,2,0,1,2,0,7,2,
2628,2,6,0,2,0,0,2,1,
2629,1,2,0,0,1,0,3,1,
2635,0,7,0,0,0,0,0,1,
2638,1,1,0,0,1,0,3,1,
2639,4,6,0,1,3,0,10,2,
2640,2,2,0,1,1,0,4,1,
2641,0,1,0,0,0,0,0,1,
2642,0,1,0,0,0,0,0,1,
2646,0,1,0,0,0,0,0,1,
2651,0,1,0,0,0,0,0,1,
2653,1,0,0,0,0,1,3,1,
2661,1,0,0,0,1,0,3,1,
2667,0,3,0,0,0,0,0,1,
2670,0,1,0,0,0,0,0,1,
2671,0,1,0,0,0,0,0,1,
2672,1,0,0,0,0,1,3,1,
2676,0,1,0,0,0,0,0,1,
2681,1,1,0,0,1,0,3,1,
2685,1,0,0,0,1,0,3,1,
2686,0,1,0,0,0,0,0,1,
2687,0,2,0,0,0,0,0,1,
2702,1,0,0,0,1,0,3,1,
2703,0,2,0,0,0,0,0,1,
2711,4,2,0,2,2,0,8,2,
2713,0,2,0,0,0,0,0,1,
2715,0,2,0,0,0,0,0,1,
2719,0,1,0,0,0,0,0,1,
2728,1,0,0,0,1,0,3,1,
2730,1,0,0,0,1,0,3,1,
2732,0,1,0,0,0,0,0,1,
2738,0,3,0,0,0,0,0,1,
2739,0,1,0,0,0,0,0,1,
2745,1,3,0,0,1,0,3,1,
2754,0,3,0,0,0,0,0,1,
2755,0,1,0,0,0,0,0,1,
2756,3,0,0,2,1,0,5,1,
2759,1,2,0,1,0,0,1,1,
2762,1,0,0,0,1,0,3,1,
2763,0,1,0,0,0,0,0,1,
2767,0,1,0,0,0,0,0,1,
2770,1,0,0,0,1,0,3,1,
2779,0,1,0,0,0,0,0,1,
2783,2,7,0,0,2,0,6,2,
2791,0,1,0,0,0,0,0,1,
2793,0,1,0,0,0,0,0,1,
2799,0,1,0,0,0,0,0,1,
2809,1,1,0,1,0,0,1,1,
2817,3,1,0,0,3,0,9,2,
2818,0,1,0,0,0,0,0,1,
2821,0,1,0,0,0,0,0,1,
2830,1,0,0,0,1,0,3,1,
2831,2,2,0,0,1,1,6,2,
2845,0,1,0,0,0,0,0,1,
2846,0,1,0,0,0,0,0,1,
2848,1,0,0,0,1,0,3,1,
2855,2,0,0,0,2,0,6,2,
2858,1,0,0,0,1,0,3,1,
2877,2,0,0,0,2,0,6,2,
2883,0,1,0,0,0,0,0,1,
2884,0,1,0,0,0,0,0,1,
2888,0,1,0,0,0,0,0,1,
2889,1,0,0,0,1,0,3,1,
2893,0,3,0,0,0,0,0,1,
2894,1,0,0,0,0,1,3,1,
2895,1,0,0,1,0,0,1,1,
2897,0,1,0,0,0,0,0,1,
2900,1,1,0,1,0,0,1,1,
2909,0,2,0,0,0,0,0,1,
2912,2,2,0,0,2,0,6,2,
2914,0,1,0,0,0,0,0,1,
2916,0,1,0,0,0,0,0,1,
2921,0,1,0,0,0,0,0,1,
2922,0,1,0,0,0,0,0,1,
2931,1,0,0,0,1,0,3,1,
2932,1,3,0,0,1,0,3,1,
2938,0,1,0,0,0,0,0,1,
2940,0,1,0,0,0,0,0,1,
2943,2,0,0,0,2,0,6,2,
2949,0,1,0,0,0,0,0,1,
2954,0,1,0,0,0,0,0,1,
2962,0,1,0,0,0,0,0,1,
2966,0,1,0,0,0,0,0,1,
2967,2,4,0,0,2,0,6,2,
2970,0,1,0,0,0,0,0,1,
2978,2,2,0,0,2,0,6,2,
2983,0,1,0,0,0,0,0,1,
2986,3,2,0,0,3,0,9,2,
2991,0,1,0,0,0,0,0,1,
2996,0,1,0,0,0,0,0,1,
2997,3,0,0,2,1,0,5,1,
2998,1,0,0,0,1,0,3,1,
3001,0,1,0,0,0,0,0,1,
3003,0,1,0,0,0,0,0,1,
3004,2,3,0,0,2,0,6,2,
3007,0,2,0,0,0,0,0,1,
3013,0,2,0,0,0,0,0,1,
3016,0,1,0,0,0,0,0,1,
3017,0,2,0,0,0,0,0,1,
3022,0,2,0,0,0,0,0,1,
3023,1,0,0,1,0,0,1,1,
3024,1,0,0,0,1,0,3,1,
3028,0,2,0,0,0,0,0,1,
3030,3,4,0,1,2,0,7,2,
3036,3,7,0,1,2,0,7,2,
3038,1,0,0,0,1,0,3,1,
3041,0,1,0,0,0,0,0,1,
3044,0,1,0,0,0,0,0,1,
3053,0,1,0,0,0,0,0,1,
3056,0,1,0,0,0,0,0,1,
3059,1,0,0,0,1,0,3,1,
3060,1,2,0,1,0,0,1,1,
3062,1,0,0,0,1,0,3,1,
3063,0,1,0,0,0,0,0,1,
3064,1,2,0,0,1,0,3,1,
3066,1,0,0,0,1,0,3,1,
3067,1,0,0,0,1,0,3,1,
3070,1,0,0,0,1,0,3,1,
3072,0,1,0,0,0,0,0,1,
3073,0,2,0,0,0,0,0,1,
3074,3,4,0,0,2,1,9,2,
3091,0,1,0,0,0,0,0,1,
3093,0,1,0,0,0,0,0,1,
3098,0,2,0,0,0,0,0,1,
3099,2,1,0,0,2,0,6,2,
3100,0,1,0,0,0,0,0,1,
3107,3,2,0,0,3,0,9,2,
3108,1,0,0,1,0,0,1,1,
3109,3,2,0,0,2,1,9,2,
3119,0,1,0,0,0,0,0,1,
3124,0,2,0,0,0,0,0,1,
3126,0,1,0,0,0,0,0,1,
3128,0,1,0,0,0,0,0,1,
3129,0,1,0,0,0,0,0,1,
3131,0,1,0,0,0,0,0,1,
3133,1,0,0,0,1,0,3,1,
3134,0,1,0,0,0,0,0,1,
3137,2,2,0,0,2,0,6,2,
3140,1,1,0,0,1,0,3,1,
3141,4,3,0,3,1,0,6,2,
3144,3,2,0,1,2,0,7,2,
3147,3,4,0,2,1,0,5,1,
3148,1,0,0,0,1,0,3,1,
3152,0,6,0,0,0,0,0,1,
3158,1,1,0,0,1,0,3,1,
3159,0,1,0,0,0,0,0,1,
3160,1,0,0,1,0,0,1,1,
3163,0,2,0,0,0,0,0,1,
3164,1,1,1,0,0,1,3,1,
3168,0,1,0,0,0,0,0,1,
3177,0,1,0,0,0,0,0,1,
3188,1,0,0,0,1,0,3,1,
3191,2,2,0,0,2,0,6,2,
3192,0,1,0,0,0,0,0,1,
3203,3,2,0,0,2,1,9,2,
3212,0,3,0,0,0,0,0,1,
3213,1,0,0,0,1,0,3,1,
3220,1,1,0,0,1,0,3,1,
3224,1,0,0,0,0,1,3,1,
3228,0,1,0,0,0,0,0,1,
3229,0,1,0,0,0,0,0,1,
3230,1,1,0,0,1,0,3,1,
3231,0,1,0,0,0,0,0,1,
3232,1,1,0,1,0,0,1,1,
3236,0,1,0,0,0,0,0,1,
3238,1,1,0,0,1,0,3,1,
3240,2,2,0,0,2,0,6,2,
3241,1,0,0,0,1,0,3,1,
3242,1,0,0,0,1,0,3,1,
3249,2,1,0,0,2,0,6,2,
3251,1,0,0,0,1,0,3,1,
3262,1,7,0,0,1,0,3,1,
3270,0,2,0,0,0,0,0,1,
3272,0,1,0,0,0,0,0,1,
3273,4,2,0,2,1,1,8,2,
3278,1,0,0,0,1,0,3,1,
3284,0,1,0,0,0,0,0,1,
3287,1,0,0,0,1,0,3,1,
3288,1,0,0,1,0,0,1,1,
3289,0,1,0,0,0,0,0,1,
3292,0,2,0,0,0,0,0,1,
3293,1,1,0,0,1,0,3,1,
3295,1,0,0,1,0,0,1,1,
3300,0,1,0,0,0,0,0,1,
3303,0,1,0,0,0,0,0,1,
3305,1,2,0,0,1,0,3,1,
3309,1,0,0,0,1,0,3,1,
3318,0,1,0,0,0,0,0,1,
3320,1,1,0,0,0,1,3,1,
3321,1,0,0,1,0,0,1,1,
3322,1,1,0,0,1,0,3,1,
3324,1,7,0,1,0,0,1,1,
3326,1,0,0,1,0,0,1,1,
3327,0,3,0,0,0,0,0,1,
3329,3,2,0,0,3,0,9,2,
3332,0,3,0,0,0,0,0,1,
3334,0,2,0,0,0,0,0,1,
3339,0,1,0,0,0,0,0,1,
3340,0,1,0,0,0,0,0,1,
3341,0,1,0,0,0,0,0,1,
3348,0,7,0,0,0,0,0,1,
3349,2,3,0,0,2,0,6,2,
3350,1,0,0,0,1,0,3,1,
3353,0,1,0,0,0,0,0,1,
3358,0,1,0,0,0,0,0,1,
3364,2,1,0,0,2,0,6,2,
3365,0,1,0,0,0,0,0,1,
3368,1,0,0,1,0,0,1,1,
3371,0,2,0,0,0,0,0,1,
3376,0,1,0,0,0,0,0,1,
3382,2,3,0,0,2,0,6,2,
3389,1,5,0,0,1,0,3,1,
3392,0,1,0,0,0,0,0,1,
3394,0,1,0,0,0,0,0,1,
3396,0,2,0,0,0,0,0,1,
3399,0,1,0,0,0,0,0,1,
3402,0,1,0,0,0,0,0,1,
3404,0,1,0,0,0,0,0,1,
3409,2,1,0,1,0,1,4,1,
3412,0,1,0,0,0,0,0,1,
3413,4,1,0,1,3,0,10,2,
3424,1,1,0,0,1,0,3,1,
3428,0,2,0,0,0,0,0,1,
3430,0,2,0,0,0,0,0,1,
3438,1,2,0,0,1,0,3,1,
3439,2,3,0,0,2,0,6,2,
3442,0,1,0,0,0,0,0,1,
3449,10,0,0,2,8,0,26,3,
3451,0,3,0,0,0,0,0,1,
3468,0,1,0,0,0,0,0,1,
3473,1,0,0,0,1,0,3,1,
3478,1,1,0,0,0,1,3,1,
3483,1,0,0,0,1,0,3,1,
3484,2,0,0,1,1,0,4,1,
3486,1,0,0,0,1,0,3,1,
3489,0,1,0,0,0,0,0,1,
3491,0,2,0,0,0,0,0,1,
3492,0,1,0,0,0,0,0,1,
3495,0,1,0,0,0,0,0,1,
3498,4,2,0,2,2,0,8,2,
3501,0,1,0,0,0,0,0,1,
3503,1,0,0,0,1,0,3,1,
3509,1,1,0,0,1,0,3,1,
3510,4,3,0,2,2,0,8,2,
3513,1,2,0,1,0,0,1,1,
3516,0,1,0,0,0,0,0,1,
3521,1,0,0,0,0,1,3,1,
3522,1,1,0,0,1,0,3,1,
3530,1,0,0,0,0,1,3,1,
3537,0,1,0,0,0,0,0,1,
3539,2,1,0,0,2,0,6,2,
3547,1,0,0,0,1,0,3,1,
3548,0,1,0,0,0,0,0,1,
3552,0,1,0,0,0,0,0,1,
3556,2,0,0,0,2,0,6,2,
3557,0,2,0,0,0,0,0,1,
3560,0,1,0,0,0,0,0,1,
3561,0,1,0,0,0,0,0,1,
3565,0,1,0,0,0,0,0,1,
3567,1,0,0,0,1,0,3,1,
3568,0,1,0,0,0,0,0,1,
3569,0,4,0,0,0,0,0,1,
3571,0,4,0,0,0,0,0,1,
3579,0,4,0,0,0,0,0,1,
3583,0,1,0,0,0,0,0,1,
3584,0,1,0,0,0,0,0,1,
3590,0,1,0,0,0,0,0,1,
3593,1,0,0,0,0,1,3,1,
3595,1,1,0,0,1,0,3,1,
3605,0,2,0,0,0,0,0,1,
3611,0,1,0,0,0,0,0,1,
3614,1,0,0,0,1,0,3,1,
3615,1,1,0,0,1,0,3,1,
3616,0,1,0,0,0,0,0,1,
3624,2,3,0,0,2,0,6,2,
3630,1,0,0,1,0,0,1,1,
3637,1,0,0,0,0,1,3,1,
3642,2,0,0,1,1,0,4,1,
3643,0,1,0,0,0,0,0,1,
3651,1,0,0,0,1,0,3,1,
3655,1,0,0,1,0,0,1,1,
3656,0,3,0,0,0,0,0,1,
3659,1,3,0,1,0,0,1,1,
3663,1,0,0,1,0,0,1,1,
3671,1,0,0,0,1,0,3,1,
3672,1,2,0,0,1,0,3,1,
3674,0,2,1,0,0,0,0,1,
3676,0,4,0,0,0,0,0,1,
3677,1,4,0,0,1,0,3,1,
3678,0,1,0,0,0,0,0,1,
3684,0,2,0,0,0,0,0,1,
3690,1,1,0,0,1,0,3,1,
3691,2,1,0,0,2,0,6,2,
3692,4,3,0,1,3,0,10,2,
3696,0,1,0,0,0,0,0,1,
3703,0,1,0,0,0,0,0,1,
3707,1,0,0,0,1,0,3,1,
3712,0,2,0,0,0,0,0,1,
3713,1,1,0,0,1,0,3,1,
3716,3,0,0,1,2,0,7,2,
3720,2,1,0,0,2,0,6,2,
3721,0,2,0,0,0,0,0,1,
3724,0,1,0,0,0,0,0,1,
3726,1,0,0,0,1,0,3,1,
3727,0,1,0,0,0,0,0,1,
3730,1,1,0,1,0,0,1,1,
3732,1,0,0,0,1,0,3,1,
3734,0,1,0,0,0,0,0,1,
3738,0,1,0,0,0,0,0,1,
3740,0,2,0,0,0,0,0,1,
3742,0,1,0,0,0,0,0,1,
3747,1,0,0,0,1,0,3,1,
3749,5,2,0,1,3,1,13,3,
3754,0,1,0,0,0,0,0,1,
3765,1,1,0,0,1,0,3,1,
3768,1,0,0,0,1,0,3,1,
3771,0,1,0,0,0,0,0,1,
3773,0,1,0,0,0,0,0,1,
3774,2,2,0,1,1,0,4,1,
3776,2,0,0,2,0,0,2,1,
3778,0,1,0,0,0,0,0,1,
3782,1,0,0,0,1,0,3,1,
3784,0,1,0,0,0,0,0,1,
3788,0,1,0,0,0,0,0,1,
3789,0,2,0,0,0,0,0,1,
3808,0,1,0,0,0,0,0,1,
3810,1,1,0,0,1,0,3,1,
3820,0,1,0,0,0,0,0,1,
3824,0,1,0,0,0,0,0,1,
3826,0,1,0,0,0,0,0,1,
3828,0,1,0,0,0,0,0,1,
3829,0,1,0,0,0,0,0,1,
3830,3,3,0,1,2,0,7,2,
3844,4,0,0,0,4,0,12,3,
3851,1,0,0,1,0,0,1,1,
3854,1,1,0,0,1,0,3,1,
3864,2,0,0,0,2,0,6,2,
3865,0,2,1,0,0,0,0,1,
3875,1,3,0,1,0,0,1,1,
3876,0,1,0,0,0,0,0,1,
3882,1,0,0,1,0,0,1,1,
3885,0,1,0,0,0,0,0,1,
3887,0,2,0,0,0,0,0,1,
3889,0,1,0,0,0,0,0,1,
3891,2,1,0,1,1,0,4,1,
3894,7,5,0,3,3,1,15,3,
3895,0,1,0,0,0,0,0,1,
3899,0,2,0,0,0,0,0,1,
3900,1,0,0,0,1,0,3,1,
3905,2,1,0,0,1,1,6,2,
3906,4,2,0,1,3,0,10,2,
3912,0,1,0,0,0,0,0,1,
3915,0,2,0,0,0,0,0,1,
3917,1,1,0,0,1,0,3,1,
3921,1,0,0,0,1,0,3,1,
3927,0,2,0,0,0,0,0,1,
3933,1,2,0,0,1,0,3,1,
3934,1,0,0,1,0,0,1,1,
3937,0,1,0,0,0,0,0,1,
3943,0,2,0,0,0,0,0,1,
3944,0,1,0,0,0,0,0,1,
3945,1,0,0,0,1,0,3,1,
3946,1,0,0,1,0,0,1,1,
3947,1,1,0,1,0,0,1,1,
3948,1,0,0,1,0,0,1,1,
3950,4,8,0,1,3,0,10,2,
3952,0,1,0,0,0,0,0,1,
3953,2,0,0,1,1,0,4,1,
3958,1,0,0,0,1,0,3,1,
3961,0,1,0,0,0,0,0,1,
3963,3,0,0,0,2,1,9,2,
3972,1,3,0,1,0,0,1,1,
3973,1,1,0,0,1,0,3,1,
3975,0,1,0,0,0,0,0,1,
3980,0,1,0,0,0,0,0,1,
3993,0,1,0,0,0,0,0,1,
3995,0,2,0,0,0,0,0,1,
3996,2,7,0,0,2,0,6,2,
4006,1,0,0,0,1,0,3,1,
4013,1,0,0,0,1,0,3,1,
4019,0,1,0,0,0,0,0,1,
4021,0,1,0,0,0,0,0,1,
4029,0,4,0,0,0,0,0,1,
4034,2,8,0,0,2,0,6,2,
4038,5,5,0,1,4,0,13,3,
4040,0,1,0,0,0,0,0,1,
4042,0,1,0,0,0,0,0,1,
4045,0,1,0,0,0,0,0,1,
4056,2,1,0,0,2,0,6,2,
4060,0,2,0,0,0,0,0,1,
4063,2,1,0,0,2,0,6,2,
4064,1,0,0,0,1,0,3,1,
4065,0,1,0,0,0,0,0,1,
4067,1,1,0,0,0,1,3,1,
4069,0,2,0,0,0,0,0,1,
4070,1,0,0,0,1,0,3,1,
4071,1,4,0,0,1,0,3,1,
4079,2,0,0,2,0,0,2,1,
4080,0,2,0,0,0,0,0,1,
4081,0,1,0,0,0,0,0,1,
4091,1,1,0,0,1,0,3,1,
4097,1,2,0,1,0,0,1,1,
4104,1,2,0,0,1,0,3,1,
4112,0,3,0,0,0,0,0,1,
4116,0,1,0,0,0,0,0,1,
4118,0,1,0,0,0,0,0,1,
4128,2,0,0,0,1,1,6,2,
4133,6,5,0,0,6,0,18,3,
4134,0,1,0,0,0,0,0,1,
4138,3,2,0,0,3,0,9,2,
4139,0,4,0,0,0,0,0,1,
4141,6,8,0,1,5,0,16,3,
4142,0,3,0,0,0,0,0,1,
4144,1,0,0,0,1,0,3,1,
4148,1,0,0,1,0,0,1,1,
4150,0,1,0,0,0,0,0,1,
4151,1,0,0,1,0,0,1,1,
4153,1,0,0,0,1,0,3,1,
4156,1,0,0,0,1,0,3,1,
4157,0,3,0,0,0,0,0,1,
4158,1,0,0,0,1,0,3,1,
4159,0,1,0,0,0,0,0,1,
4164,2,1,0,2,0,0,2,1,
4166,1,0,0,1,0,0,1,1,
4167,0,2,0,0,0,0,0,1,
4169,1,1,0,0,1,0,3,1,
4175,3,5,0,1,2,0,7,2,
4177,1,1,0,0,1,0,3,1,
4186,0,1,0,0,0,0,0,1,
4187,0,1,0,0,0,0,0,1,
4188,0,1,0,0,0,0,0,1,
4190,0,1,0,0,0,0,0,1,
4191,0,2,0,0,0,0,0,1,
4195,1,0,0,0,1,0,3,1,
4196,1,4,0,1,0,0,1,1,
4199,1,1,0,0,0,1,3,1,
4200,0,2,0,0,0,0,0,1,
4201,1,0,0,0,1,0,3,1,
4203,0,1,0,0,0,0,0,1,
4206,0,1,0,0,0,0,0,1,
4220,0,1,0,0,0,0,0,1,
4223,0,2,0,0,0,0,0,1,
4227,1,0,0,0,1,0,3,1,
4228,1,0,0,0,1,0,3,1,
4229,0,2,0,0,0,0,0,1,
4234,1,0,0,0,0,1,3,1,
4237,1,2,0,1,0,0,1,1,
4244,0,1,0,0,0,0,0,1,
4245,1,0,0,1,0,0,1,1,
4252,0,1,0,0,0,0,0,1,
4253,1,1,0,0,1,0,3,1,
4254,1,1,0,0,1,0,3,1,
4259,1,0,0,0,1,0,3,1,
4260,1,0,0,0,1,0,3,1,
4263,0,1,0,0,0,0,0,1,
4267,1,0,0,0,1,0,3,1,
4269,1,1,0,1,0,0,1,1,
4275,1,1,0,0,1,0,3,1,
4276,0,1,0,0,0,0,0,1,
4277,1,1,0,1,0,0,1,1,
4282,1,0,0,0,1,0,3,1,
4287,0,2,0,0,0,0,0,1,
4288,1,0,0,0,1,0,3,1,
4291,0,1,0,0,0,0,0,1,
4292,1,0,0,0,1,0,3,1,
4295,1,0,0,0,1,0,3,1,
4297,1,2,0,1,0,0,1,1,
4300,1,2,0,1,0,0,1,1,
4302,0,1,0,0,0,0,0,1,
4305,0,2,0,0,0,0,0,1,
4307,0,1,0,0,0,0,0,1,
4311,1,1,0,0,1,0,3,1,
4312,0,1,0,0,0,0,0,1,
4320,0,1,0,0,0,0,0,1,
4321,1,0,0,0,1,0,3,1,
4323,2,2,0,2,0,0,2,1,
4327,1,2,0,0,1,0,3,1,
4328,2,0,0,0,2,0,6,2,
4332,1,0,0,1,0,0,1,1,
4334,1,1,0,0,1,0,3,1,
4336,0,1,0,0,0,0,0,1,
4337,1,0,0,1,0,0,1,1,
4338,0,1,0,0,0,0,0,1,
4341,1,1,0,0,1,0,3,1,
4347,1,0,0,0,0,1,3,1,
4351,1,3,0,0,1,0,3,1,
4352,4,4,0,0,3,1,12,3,
4358,3,4,0,1,2,0,7,2,
4361,6,2,1,2,4,0,14,3,
4364,2,0,0,0,2,0,6,2,
4366,0,1,0,0,0,0,0,1,
4369,2,3,0,0,1,1,6,2,
4375,4,2,0,0,4,0,12,3,
4377,5,2,1,0,4,1,15,3,
4379,2,0,0,0,2,0,6,2,
4380,0,2,0,0,0,0,0,1,
4381,4,1,0,1,3,0,10,2,
4385,0,1,0,0,0,0,0,1,
4390,0,3,0,0,0,0,0,1,
4392,2,2,0,0,2,0,6,2,
4393,3,1,0,3,0,0,3,1,
4397,0,1,0,0,0,0,0,1,
4402,1,1,0,0,1,0,3,1,
4408,1,0,0,0,1,0,3,1,
4412,0,1,0,0,0,0,0,1,
4413,0,1,0,0,0,0,0,1,
4417,1,0,0,0,1,0,3,1,
4420,2,1,0,1,1,0,4,1,
4421,3,0,0,0,3,0,9,2,
4423,0,1,0,0,0,0,0,1,
4425,0,1,0,0,0,0,0,1,
4428,1,0,0,0,1,0,3,1,
4430,1,0,0,1,0,0,1,1,
4431,0,1,0,0,0,0,0,1,
4434,1,0,0,0,1,0,3,1,
4441,3,0,0,0,3,0,9,2,
4444,1,3,0,0,1,0,3,1,
4445,0,2,1,0,0,0,0,1,
4446,0,1,0,0,0,0,0,1,
4451,1,0,0,1,0,0,1,1,
4462,1,0,0,0,1,0,3,1,
4466,4,0,0,0,3,1,12,3,
4469,0,2,0,0,0,0,0,1,
4479,0,1,0,0,0,0,0,1,
4483,0,1,0,0,0,0,0,1,
4491,0,1,0,0,0,0,0,1,
4493,0,1,0,0,0,0,0,1,
4496,1,0,0,1,0,0,1,1,
4502,0,1,0,0,0,0,0,1,
4503,1,3,0,0,1,0,3,1,
4504,0,1,0,0,0,0,0,1,
4509,1,1,0,0,0,1,3,1,
4512,0,1,0,0,0,0,0,1,
4515,0,1,0,0,0,0,0,1,
4520,0,1,0,0,0,0,0,1,
4521,0,1,0,0,0,0,0,1,
4522,0,1,0,0,0,0,0,1,
4529,0,1,0,0,0,0,0,1,
4531,2,0,0,1,1,0,4,1,
4533,1,1,0,0,1,0,3,1,
4535,0,2,0,0,0,0,0,1,
4536,1,0,0,0,1,0,3,1,
4541,4,0,0,0,2,2,12,3,
4547,0,2,0,0,0,0,0,1,
4550,0,1,0,0,0,0,0,1,
4551,3,1,0,1,2,0,7,2,
4556,2,2,0,0,2,0,6,2,
4557,1,1,0,0,1,0,3,1,
4561,1,1,0,0,1,0,3,1,
4565,0,1,0,0,0,0,0,1,
4577,0,1,0,0,0,0,0,1,
4580,0,1,0,0,0,0,0,1,
4581,1,1,0,1,0,0,1,1,
4586,0,1,0,0,0,0,0,1,
4596,0,1,0,0,0,0,0,1,
4603,0,1,0,0,0,0,0,1,
4606,1,0,0,0,0,1,3,1,
4608,0,1,0,0,0,0,0,1,
4617,0,4,1,0,0,0,0,1,
4618,1,0,0,0,1,0,3,1,
4620,1,0,0,0,1,0,3,1,
4627,1,2,0,1,0,0,1,1,
4631,1,1,0,1,0,0,1,1,
4632,1,0,0,0,0,1,3,1,
4643,0,1,0,0,0,0,0,1,
4647,0,1,0,0,0,0,0,1,
